Species,Experiment,Patrol,SpeciesAnal,Site,TwigCodeNoPatrol,TwigArea_sum,TwigHerbivory_sum,TwigHerbProp,StartEndDiff,SaplingCodeNoPatrol,SaplingCodeUnique,TwigCodeUnique
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _4CN1_Red,825.82655,46.52726,0.056340233,NA,DRO_Cryptocarya sp. _4CN1,DRO_Cryptocarya sp. _4CN1_A,DRO_Cryptocarya sp. _4CN1_Red_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _4CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya sp. _4CN1,DRO_Cryptocarya sp. _4CN1_B,DRO_Cryptocarya sp. _4CN1_Red_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _4CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya sp. _4CN1,DRO_Cryptocarya sp. _4CN1_C,DRO_Cryptocarya sp. _4CN1_Red_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _4CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya sp. _4CN1,DRO_Cryptocarya sp. _4CN1_D,DRO_Cryptocarya sp. _4CN1_Red_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _4CN1_White,897.28498,47.26595,0.052676631,NA,DRO_Cryptocarya sp. _4CN1,DRO_Cryptocarya sp. _4CN1_A,DRO_Cryptocarya sp. _4CN1_White_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _4CN1_White,NA,NA,NA,NA,DRO_Cryptocarya sp. _4CN1,DRO_Cryptocarya sp. _4CN1_B,DRO_Cryptocarya sp. _4CN1_White_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _4CN1_White,NA,NA,NA,NA,DRO_Cryptocarya sp. _4CN1,DRO_Cryptocarya sp. _4CN1_C,DRO_Cryptocarya sp. _4CN1_White_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _4CN1_White,NA,NA,NA,NA,DRO_Cryptocarya sp. _4CN1,DRO_Cryptocarya sp. _4CN1_D,DRO_Cryptocarya sp. _4CN1_White_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_Blue,493.19269,30.44528,0.061731004,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_A,DRO_Cryptocarya sp. _5CN1_Blue_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_B,DRO_Cryptocarya sp. _5CN1_Blue_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_C,DRO_Cryptocarya sp. _5CN1_Blue_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_D,DRO_Cryptocarya sp. _5CN1_Blue_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_Red,680.09643,47.56447,0.069937832,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_A,DRO_Cryptocarya sp. _5CN1_Red_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_B,DRO_Cryptocarya sp. _5CN1_Red_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_C,DRO_Cryptocarya sp. _5CN1_Red_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_D,DRO_Cryptocarya sp. _5CN1_Red_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_White,538.01778,28.80147,0.053532562,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_A,DRO_Cryptocarya sp. _5CN1_White_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_White,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_B,DRO_Cryptocarya sp. _5CN1_White_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_White,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_C,DRO_Cryptocarya sp. _5CN1_White_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya sp. _5CN1_White,NA,NA,NA,NA,DRO_Cryptocarya sp. _5CN1,DRO_Cryptocarya sp. _5CN1_D,DRO_Cryptocarya sp. _5CN1_White_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_A,DRO_Cryptocarya_sp._1CN1_Blue_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_Blue,583.417,32.85533,0.056315346,0.056315346,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_B,DRO_Cryptocarya_sp._1CN1_Blue_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_C,DRO_Cryptocarya_sp._1CN1_Blue_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_D,DRO_Cryptocarya_sp._1CN1_Blue_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_A,DRO_Cryptocarya_sp._1CN1_Red_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_Red,686.9529,41.6404,0.060616092,0.060616092,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_B,DRO_Cryptocarya_sp._1CN1_Red_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_C,DRO_Cryptocarya_sp._1CN1_Red_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_D,DRO_Cryptocarya_sp._1CN1_Red_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_A,DRO_Cryptocarya_sp._1CN1_White_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_White,553.4252,60.29285,0.108944894,0.108944894,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_B,DRO_Cryptocarya_sp._1CN1_White_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_C,DRO_Cryptocarya_sp._1CN1_White_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._1CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._1CN1,DRO_Cryptocarya_sp._1CN1_D,DRO_Cryptocarya_sp._1CN1_White_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_A,DRO_Cryptocarya_sp._3CN1_Blue_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_Blue,419.0692,40.78888,0.097332087,0.097332087,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_B,DRO_Cryptocarya_sp._3CN1_Blue_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_C,DRO_Cryptocarya_sp._3CN1_Blue_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_D,DRO_Cryptocarya_sp._3CN1_Blue_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_A,DRO_Cryptocarya_sp._3CN1_Red_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_Red,804.3348,31.17414,0.038757667,0.038757667,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_B,DRO_Cryptocarya_sp._3CN1_Red_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_C,DRO_Cryptocarya_sp._3CN1_Red_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_D,DRO_Cryptocarya_sp._3CN1_Red_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_A,DRO_Cryptocarya_sp._3CN1_White_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_White,657.6109,52.58606,0.079965311,0.079965311,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_B,DRO_Cryptocarya_sp._3CN1_White_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_C,DRO_Cryptocarya_sp._3CN1_White_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._3CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._3CN1,DRO_Cryptocarya_sp._3CN1_D,DRO_Cryptocarya_sp._3CN1_White_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_A,DRO_Cryptocarya_sp._4CN1_Blue_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_Blue,913.6664,52.55072,0.05751631,0.05751631,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_B,DRO_Cryptocarya_sp._4CN1_Blue_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_C,DRO_Cryptocarya_sp._4CN1_Blue_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_D,DRO_Cryptocarya_sp._4CN1_Blue_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_A,DRO_Cryptocarya_sp._4CN1_Red_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_Red,767.0129,73.26141,0.095515225,0.095515225,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_B,DRO_Cryptocarya_sp._4CN1_Red_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_C,DRO_Cryptocarya_sp._4CN1_Red_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_D,DRO_Cryptocarya_sp._4CN1_Red_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_A,DRO_Cryptocarya_sp._4CN1_White_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_White,873.6059,62.42641,0.07145832,0.07145832,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_B,DRO_Cryptocarya_sp._4CN1_White_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_C,DRO_Cryptocarya_sp._4CN1_White_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._4CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._4CN1,DRO_Cryptocarya_sp._4CN1_D,DRO_Cryptocarya_sp._4CN1_White_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_A,DRO_Cryptocarya_sp._5CN1_Blue_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_Blue,388.7704,37.7784,0.097174065,0.097174065,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_B,DRO_Cryptocarya_sp._5CN1_Blue_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_C,DRO_Cryptocarya_sp._5CN1_Blue_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_Blue,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_D,DRO_Cryptocarya_sp._5CN1_Blue_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_A,DRO_Cryptocarya_sp._5CN1_Red_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_Red,718.0204,33.5794,0.046766638,0.046766638,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_B,DRO_Cryptocarya_sp._5CN1_Red_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_C,DRO_Cryptocarya_sp._5CN1_Red_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_Red,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_D,DRO_Cryptocarya_sp._5CN1_Red_D
SP3,1MO,A,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_A,DRO_Cryptocarya_sp._5CN1_White_A
SP3,1MO,B,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_White,531.8105,64.55701,0.121391003,0.121391003,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_B,DRO_Cryptocarya_sp._5CN1_White_B
SP3,1MO,C,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_C,DRO_Cryptocarya_sp._5CN1_White_C
SP3,1MO,D,Cryptocarya sp. ,DRO,DRO_Cryptocarya_sp._5CN1_White,NA,NA,NA,NA,DRO_Cryptocarya_sp._5CN1,DRO_Cryptocarya_sp._5CN1_D,DRO_Cryptocarya_sp._5CN1_White_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_Blue,NA,NA,NA,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_A,DRO_Dysoxylum_sp._1CN1_Blue_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_Blue,NA,NA,NA,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_B,DRO_Dysoxylum_sp._1CN1_Blue_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_Blue,861.80261,42.47321,0.049284151,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_C,DRO_Dysoxylum_sp._1CN1_Blue_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_Blue,800.1211,45.32765,0.056650987,0.007366836,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_D,DRO_Dysoxylum_sp._1CN1_Blue_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_Red,NA,NA,NA,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_A,DRO_Dysoxylum_sp._1CN1_Red_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_Red,NA,NA,NA,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_B,DRO_Dysoxylum_sp._1CN1_Red_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_Red,738.2946,47.99922,0.065013641,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_C,DRO_Dysoxylum_sp._1CN1_Red_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_Red,762.99016,72.71395,0.095301295,0.030287654,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_D,DRO_Dysoxylum_sp._1CN1_Red_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_White,NA,NA,NA,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_A,DRO_Dysoxylum_sp._1CN1_White_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_White,NA,NA,NA,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_B,DRO_Dysoxylum_sp._1CN1_White_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_White,708.81261,41.6365,0.058741195,NA,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_C,DRO_Dysoxylum_sp._1CN1_White_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._1CN1_White,657.35722,59.23747,0.09011458,0.031373385,DRO_Dysoxylum_sp._1CN1,DRO_Dysoxylum_sp._1CN1_D,DRO_Dysoxylum_sp._1CN1_White_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_Blue,NA,NA,NA,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_A,DRO_Dysoxylum_sp._2CN1_Blue_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_Blue,NA,NA,NA,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_B,DRO_Dysoxylum_sp._2CN1_Blue_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_Blue,829.62841,46.8034,0.056414895,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_C,DRO_Dysoxylum_sp._2CN1_Blue_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_Blue,850.66458,81.31773,0.095593177,0.039178282,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_D,DRO_Dysoxylum_sp._2CN1_Blue_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_Red,NA,NA,NA,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_A,DRO_Dysoxylum_sp._2CN1_Red_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_Red,NA,NA,NA,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_B,DRO_Dysoxylum_sp._2CN1_Red_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_Red,998.95839,56.56508,0.05662406,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_C,DRO_Dysoxylum_sp._2CN1_Red_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_Red,1015.47827,41.90041,0.04126175,-0.01536231,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_D,DRO_Dysoxylum_sp._2CN1_Red_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_White,NA,NA,NA,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_A,DRO_Dysoxylum_sp._2CN1_White_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_White,NA,NA,NA,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_B,DRO_Dysoxylum_sp._2CN1_White_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_White,827.32171,49.14414,0.059401487,NA,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_C,DRO_Dysoxylum_sp._2CN1_White_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._2CN1_White,708.68652,78.87016,0.111290617,0.05188913,DRO_Dysoxylum_sp._2CN1,DRO_Dysoxylum_sp._2CN1_D,DRO_Dysoxylum_sp._2CN1_White_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_Blue,NA,NA,NA,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_A,DRO_Dysoxylum_sp._3CN1_Blue_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_Blue,NA,NA,NA,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_B,DRO_Dysoxylum_sp._3CN1_Blue_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_Blue,534.26919,28.92932,0.054147461,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_C,DRO_Dysoxylum_sp._3CN1_Blue_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_Blue,403.63366,51.3271,0.127162586,0.073015125,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_D,DRO_Dysoxylum_sp._3CN1_Blue_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_Red,NA,NA,NA,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_A,DRO_Dysoxylum_sp._3CN1_Red_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_Red,NA,NA,NA,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_B,DRO_Dysoxylum_sp._3CN1_Red_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_Red,803.75886,43.74879,0.054430243,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_C,DRO_Dysoxylum_sp._3CN1_Red_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_Red,909.34169,47.95295,0.052733698,-0.001696545,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_D,DRO_Dysoxylum_sp._3CN1_Red_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_White,NA,NA,NA,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_A,DRO_Dysoxylum_sp._3CN1_White_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_White,NA,NA,NA,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_B,DRO_Dysoxylum_sp._3CN1_White_B
SP1,1MO,C,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_White,767.18657,47.47503,0.061881988,NA,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_C,DRO_Dysoxylum_sp._3CN1_White_C
SP1,1MO,D,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._3CN1_White,736.06885,63.10845,0.085737156,0.023855168,DRO_Dysoxylum_sp._3CN1,DRO_Dysoxylum_sp._3CN1_D,DRO_Dysoxylum_sp._3CN1_White_D
SP1,1MO,A,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._4CN1_Blue,NA,NA,NA,NA,DRO_Dysoxylum_sp._4CN1,DRO_Dysoxylum_sp._4CN1_A,DRO_Dysoxylum_sp._4CN1_Blue_A
SP1,1MO,B,Dysoxylum_sp.,DRO,DRO_Dysoxylum_sp._4CN1_Blue,NA,NA,NA,NA,DRO_Dysoxylum_sp._4CN1,DRO_Dysoxylum_sp._4CN1_B,DRO_Dysoxylum_sp._4CN1_Blue_B
