Site,Patrol,Experiment,SpeciesAnal,Species,Twig,TwigCodeUnique,TwigArea_sum,TwigHerbivory_sum,HerbProp,Treatment,TwigCodeNoPatrol
KAK,A,1MO,Chrysophyllum_roxburghii,SP5,White,KAK_Chrysophyllum_roxburghii_5CN1_A_White,557.84622,21.42072,0.03839897,5CN1,KAK_Chrysophyllum_roxburghii_5CN1_White
KAK,A,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_1CN1_A_Blue,619.67187,33.51599,0.054086673,1CN1,KAK_Dysoxylum_arborescens_1CN1_Blue
KAK,A,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_2CN1_A_Blue,728.0474,32.95753,0.045268385,2CN1,KAK_Dysoxylum_arborescens_2CN1_Blue
KAK,A,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_3CN1_A_Blue,1152.36411,60.44231,0.052450705,3CN1,KAK_Dysoxylum_arborescens_3CN1_Blue
KAK,A,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_4CN1_A_Blue,1241.27896,67.23726,0.054167727,4CN1,KAK_Dysoxylum_arborescens_4CN1_Blue
KAK,A,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_5CN1_A_Blue,811.88694,40.01906,0.04929142,5CN1,KAK_Dysoxylum_arborescens_5CN1_Blue
KAK,A,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_1CN1_A_Red,841.52656,46.83255,0.055651898,1CN1,KAK_Dysoxylum_arborescens_1CN1_Red
KAK,A,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_2CN1_A_Red,739.21169,34.23286,0.046309955,2CN1,KAK_Dysoxylum_arborescens_2CN1_Red
KAK,A,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_3CN1_A_Red,845.09711,49.11895,0.058122255,3CN1,KAK_Dysoxylum_arborescens_3CN1_Red
KAK,A,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_4CN1_A_Red,1203.65589,55.99006,0.046516667,4CN1,KAK_Dysoxylum_arborescens_4CN1_Red
KAK,A,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_5CN1_A_Red,790.76361,41.79955,0.052859729,5CN1,KAK_Dysoxylum_arborescens_5CN1_Red
KAK,A,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_1CN1_A_White,863.15043,44.88215,0.051998062,1CN1,KAK_Dysoxylum_arborescens_1CN1_White
KAK,A,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_2CN1_A_White,649.84876,31.57054,0.048581365,2CN1,KAK_Dysoxylum_arborescens_2CN1_White
KAK,A,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_3CN1_A_White,814.06048,38.65063,0.047478819,3CN1,KAK_Dysoxylum_arborescens_3CN1_White
KAK,A,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_4CN1_A_White,1343.29267,65.99722,0.049130931,4CN1,KAK_Dysoxylum_arborescens_4CN1_White
KAK,A,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_5CN1_A_White,824.63661,45.08964,0.054678193,5CN1,KAK_Dysoxylum_arborescens_5CN1_White
KAK,A,1MO,Erythrospermum_candidum,SP4,Blue,KAK_Erythrospermum_candidum_1CN1_A_Blue,841.13229,30.68156,0.036476498,1CN1,KAK_Erythrospermum_candidum_1CN1_Blue
KAK,A,1MO,Erythrospermum_candidum,SP4,Blue,KAK_Erythrospermum_candidum_2CN1_A_Blue,744.53325,28.35958,0.038090414,2CN1,KAK_Erythrospermum_candidum_2CN1_Blue
KAK,A,1MO,Erythrospermum_candidum,SP4,Blue,KAK_Erythrospermum_candidum_3CN1_A_Blue,830.56598,28.24347,0.034005089,3CN1,KAK_Erythrospermum_candidum_3CN1_Blue
KAK,A,1MO,Erythrospermum_candidum,SP4,Blue,KAK_Erythrospermum_candidum_4CN1_A_Blue,1003.4247,29.36389,0.029263671,4CN1,KAK_Erythrospermum_candidum_4CN1_Blue
KAK,A,1MO,Erythrospermum_candidum,SP4,Blue,KAK_Erythrospermum_candidum_5CN1_A_Blue,940.96564,37.20754,0.039541869,5CN1,KAK_Erythrospermum_candidum_5CN1_Blue
KAK,A,1MO,Erythrospermum_candidum,SP4,Red,KAK_Erythrospermum_candidum_1CN1_A_Red,887.92394,34.48464,0.038837381,1CN1,KAK_Erythrospermum_candidum_1CN1_Red
KAK,A,1MO,Erythrospermum_candidum,SP4,Red,KAK_Erythrospermum_candidum_2CN1_A_Red,804.58526,27.6257,0.034335329,2CN1,KAK_Erythrospermum_candidum_2CN1_Red
KAK,A,1MO,Erythrospermum_candidum,SP4,Red,KAK_Erythrospermum_candidum_3CN1_A_Red,669.63704,26.11923,0.039005056,3CN1,KAK_Erythrospermum_candidum_3CN1_Red
KAK,A,1MO,Erythrospermum_candidum,SP4,Red,KAK_Erythrospermum_candidum_4CN1_A_Red,825.53105,23.59699,0.028584013,4CN1,KAK_Erythrospermum_candidum_4CN1_Red
KAK,A,1MO,Erythrospermum_candidum,SP4,Red,KAK_Erythrospermum_candidum_5CN1_A_Red,1030.35175,37.64755,0.036538541,5CN1,KAK_Erythrospermum_candidum_5CN1_Red
KAK,A,1MO,Erythrospermum_candidum,SP4,White,KAK_Erythrospermum_candidum_1CN1_A_White,1258.2223,45.35748,0.03604886,1CN1,KAK_Erythrospermum_candidum_1CN1_White
KAK,A,1MO,Erythrospermum_candidum,SP4,White,KAK_Erythrospermum_candidum_2CN1_A_White,706.30416,21.90101,0.031007902,2CN1,KAK_Erythrospermum_candidum_2CN1_White
KAK,A,1MO,Erythrospermum_candidum,SP4,White,KAK_Erythrospermum_candidum_3CN1_A_White,1042.70607,41.95977,0.040241225,3CN1,KAK_Erythrospermum_candidum_3CN1_White
KAK,A,1MO,Erythrospermum_candidum,SP4,White,KAK_Erythrospermum_candidum_4CN1_A_White,821.42361,31.63693,0.038514756,4CN1,KAK_Erythrospermum_candidum_4CN1_White
KAK,A,1MO,Erythrospermum_candidum,SP4,White,KAK_Erythrospermum_candidum_5CN1_A_White,1052.70597,38.31218,0.036393999,5CN1,KAK_Erythrospermum_candidum_5CN1_White
KAK,A,1MO,Ficus_erythrosperma,SP8,Blue,KAK_Ficus_erythrosperma_1CN1_A_Blue,338.30282,11.95405,0.035335354,1CN1,KAK_Ficus_erythrosperma_1CN1_Blue
KAK,A,1MO,Ficus_erythrosperma,SP8,Blue,KAK_Ficus_erythrosperma_2CN1_A_Blue,366.57448,12.93721,0.035292173,2CN1,KAK_Ficus_erythrosperma_2CN1_Blue
KAK,A,1MO,Ficus_erythrosperma,SP8,Blue,KAK_Ficus_erythrosperma_3CN1_A_Blue,318.0592,14.52361,0.045663229,3CN1,KAK_Ficus_erythrosperma_3CN1_Blue
KAK,A,1MO,Ficus_erythrosperma,SP8,Blue,KAK_Ficus_erythrosperma_4CN1_A_Blue,366.22682,12.59556,0.034392784,4CN1,KAK_Ficus_erythrosperma_4CN1_Blue
KAK,A,1MO,Ficus_erythrosperma,SP8,Blue,KAK_Ficus_erythrosperma_5CN1_A_Blue,484.50078,19.5543,0.040359687,5CN1,KAK_Ficus_erythrosperma_5CN1_Blue
KAK,A,1MO,Ficus_erythrosperma,SP8,Red,KAK_Ficus_erythrosperma_1CN1_A_Red,420.99458,12.7736,0.030341483,1CN1,KAK_Ficus_erythrosperma_1CN1_Red
KAK,A,1MO,Ficus_erythrosperma,SP8,Red,KAK_Ficus_erythrosperma_2CN1_A_Red,398.17456,14.67997,0.036868177,2CN1,KAK_Ficus_erythrosperma_2CN1_Red
KAK,A,1MO,Ficus_erythrosperma,SP8,Red,KAK_Ficus_erythrosperma_3CN1_A_Red,362.59622,13.38166,0.036905128,3CN1,KAK_Ficus_erythrosperma_3CN1_Red
KAK,A,1MO,Ficus_erythrosperma,SP8,Red,KAK_Ficus_erythrosperma_4CN1_A_Red,388.52411,15.24406,0.039235815,4CN1,KAK_Ficus_erythrosperma_4CN1_Red
KAK,A,1MO,Ficus_erythrosperma,SP8,Red,KAK_Ficus_erythrosperma_5CN1_A_Red,413.88406,13.04713,0.031523635,5CN1,KAK_Ficus_erythrosperma_5CN1_Red
KAK,A,1MO,Ficus_erythrosperma,SP8,White,KAK_Ficus_erythrosperma_1CN1_A_White,337.52304,11.21917,0.033239716,1CN1,KAK_Ficus_erythrosperma_1CN1_White
KAK,A,1MO,Ficus_erythrosperma,SP8,White,KAK_Ficus_erythrosperma_2CN1_A_White,446.58084,17.53138,0.039256901,2CN1,KAK_Ficus_erythrosperma_2CN1_White
KAK,A,1MO,Ficus_erythrosperma,SP8,White,KAK_Ficus_erythrosperma_3CN1_A_White,282.80423,11.94653,0.042243109,3CN1,KAK_Ficus_erythrosperma_3CN1_White
KAK,A,1MO,Ficus_erythrosperma,SP8,White,KAK_Ficus_erythrosperma_4CN1_A_White,345.34313,13.59313,0.039361229,4CN1,KAK_Ficus_erythrosperma_4CN1_White
KAK,A,1MO,Ficus_erythrosperma,SP8,White,KAK_Ficus_erythrosperma_5CN1_A_White,544.28803,20.401,0.037481993,5CN1,KAK_Ficus_erythrosperma_5CN1_White
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Blue,KAK_Gymnacranthera_paniculata_1CN1_A_Blue,560.31449,19.68691,0.035135465,1CN1,KAK_Gymnacranthera_paniculata_1CN1_Blue
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Blue,KAK_Gymnacranthera_paniculata_2CN1_A_Blue,438.69221,15.01202,0.034219937,2CN1,KAK_Gymnacranthera_paniculata_2CN1_Blue
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Blue,KAK_Gymnacranthera_paniculata_3CN1_A_Blue,493.49086,18.0208,0.036516988,3CN1,KAK_Gymnacranthera_paniculata_3CN1_Blue
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Blue,KAK_Gymnacranthera_paniculata_4CN1_A_Blue,860.0863,22.18832,0.025797783,4CN1,KAK_Gymnacranthera_paniculata_4CN1_Blue
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Blue,KAK_Gymnacranthera_paniculata_5CN1_A_Blue,743.05399,30.1394,0.040561521,5CN1,KAK_Gymnacranthera_paniculata_5CN1_Blue
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Red,KAK_Gymnacranthera_paniculata_1CN1_A_Red,566.17992,19.22043,0.033947566,1CN1,KAK_Gymnacranthera_paniculata_1CN1_Red
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Red,KAK_Gymnacranthera_paniculata_2CN1_A_Red,431.24501,14.91319,0.03458171,2CN1,KAK_Gymnacranthera_paniculata_2CN1_Red
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Red,KAK_Gymnacranthera_paniculata_3CN1_A_Red,378.51659,13.55694,0.035815973,3CN1,KAK_Gymnacranthera_paniculata_3CN1_Red
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Red,KAK_Gymnacranthera_paniculata_4CN1_A_Red,898.0149,33.8841,0.037732225,4CN1,KAK_Gymnacranthera_paniculata_4CN1_Red
KAK,A,1MO,Gymnacranthera_paniculata,SP7,Red,KAK_Gymnacranthera_paniculata_5CN1_A_Red,629.3811,22.04979,0.035034083,5CN1,KAK_Gymnacranthera_paniculata_5CN1_Red
KAK,A,1MO,Gymnacranthera_paniculata,SP7,White,KAK_Gymnacranthera_paniculata_1CN1_A_White,513.16274,18.16382,0.035395828,1CN1,KAK_Gymnacranthera_paniculata_1CN1_White
KAK,A,1MO,Gymnacranthera_paniculata,SP7,White,KAK_Gymnacranthera_paniculata_2CN1_A_White,349.62779,9.41046,0.026915652,2CN1,KAK_Gymnacranthera_paniculata_2CN1_White
KAK,A,1MO,Gymnacranthera_paniculata,SP7,White,KAK_Gymnacranthera_paniculata_3CN1_A_White,433.24484,17.72904,0.040921526,3CN1,KAK_Gymnacranthera_paniculata_3CN1_White
KAK,A,1MO,Gymnacranthera_paniculata,SP7,White,KAK_Gymnacranthera_paniculata_4CN1_A_White,670.86965,29.08594,0.043355576,4CN1,KAK_Gymnacranthera_paniculata_4CN1_White
KAK,A,1MO,Gymnacranthera_paniculata,SP7,White,KAK_Gymnacranthera_paniculata_5CN1_A_White,664.79115,23.55215,0.035427893,5CN1,KAK_Gymnacranthera_paniculata_5CN1_White
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Blue,KAK_Pimelodendron_amboinicum_1CN1_A_Blue,1967.30408,79.21699,0.040266775,1CN1,KAK_Pimelodendron_amboinicum_1CN1_Blue
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Blue,KAK_Pimelodendron_amboinicum_2CN1_A_Blue,958.36747,33.99967,0.035476653,2CN1,KAK_Pimelodendron_amboinicum_2CN1_Blue
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Blue,KAK_Pimelodendron_amboinicum_3CN1_A_Blue,737.79623,26.60469,0.036059672,3CN1,KAK_Pimelodendron_amboinicum_3CN1_Blue
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Blue,KAK_Pimelodendron_amboinicum_4CN1_A_Blue,1130.21115,42.39048,0.037506691,4CN1,KAK_Pimelodendron_amboinicum_4CN1_Blue
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Blue,KAK_Pimelodendron_amboinicum_5CN1_A_Blue,867.81126,29.85104,0.034398079,5CN1,KAK_Pimelodendron_amboinicum_5CN1_Blue
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Red,KAK_Pimelodendron_amboinicum_1CN1_A_Red,1161.84995,35.33029,0.030408651,1CN1,KAK_Pimelodendron_amboinicum_1CN1_Red
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Red,KAK_Pimelodendron_amboinicum_2CN1_A_Red,1106.57574,44.22848,0.039968778,2CN1,KAK_Pimelodendron_amboinicum_2CN1_Red
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Red,KAK_Pimelodendron_amboinicum_3CN1_A_Red,483.14842,18.28739,0.03785046,3CN1,KAK_Pimelodendron_amboinicum_3CN1_Red
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Red,KAK_Pimelodendron_amboinicum_4CN1_A_Red,1126.71945,49.8108,0.044208698,4CN1,KAK_Pimelodendron_amboinicum_4CN1_Red
KAK,A,1MO,Pimelodendron_amboinicum,SP2,Red,KAK_Pimelodendron_amboinicum_5CN1_A_Red,1325.85811,50.20076,0.037862845,5CN1,KAK_Pimelodendron_amboinicum_5CN1_Red
KAK,A,1MO,Pimelodendron_amboinicum,SP2,White,KAK_Pimelodendron_amboinicum_1CN1_A_White,1448.74094,36.67256,0.025313401,1CN1,KAK_Pimelodendron_amboinicum_1CN1_White
KAK,A,1MO,Pimelodendron_amboinicum,SP2,White,KAK_Pimelodendron_amboinicum_2CN1_A_White,954.03823,24.84753,0.026044585,2CN1,KAK_Pimelodendron_amboinicum_2CN1_White
KAK,A,1MO,Pimelodendron_amboinicum,SP2,White,KAK_Pimelodendron_amboinicum_3CN1_A_White,723.26042,24.15238,0.033393753,3CN1,KAK_Pimelodendron_amboinicum_3CN1_White
KAK,A,1MO,Pimelodendron_amboinicum,SP2,White,KAK_Pimelodendron_amboinicum_4CN1_A_White,1518.33652,57.35093,0.037772213,4CN1,KAK_Pimelodendron_amboinicum_4CN1_White
KAK,A,1MO,Pimelodendron_amboinicum,SP2,White,KAK_Pimelodendron_amboinicum_5CN1_A_White,1238.04017,34.78349,0.028095607,5CN1,KAK_Pimelodendron_amboinicum_5CN1_White
KAK,A,1MO,Pometia_pinnata,SP1,Blue,KAK_Pometia_pinnata_1CN1_A_Blue,280.16114,11.17829,0.039899502,1CN1,KAK_Pometia_pinnata_1CN1_Blue
KAK,A,1MO,Pometia_pinnata,SP1,Blue,KAK_Pometia_pinnata_2CN1_A_Blue,574.69177,17.32833,0.030152389,2CN1,KAK_Pometia_pinnata_2CN1_Blue
KAK,A,1MO,Pometia_pinnata,SP1,Blue,KAK_Pometia_pinnata_3CN1_A_Blue,1472.96299,50.95791,0.034595513,3CN1,KAK_Pometia_pinnata_3CN1_Blue
KAK,A,1MO,Pometia_pinnata,SP1,Blue,KAK_Pometia_pinnata_4CN1_A_Blue,273.10726,11.97738,0.043855956,4CN1,KAK_Pometia_pinnata_4CN1_Blue
KAK,A,1MO,Pometia_pinnata,SP1,Blue,KAK_Pometia_pinnata_5CN1_A_Blue,351.25602,12.69242,0.036134384,5CN1,KAK_Pometia_pinnata_5CN1_Blue
KAK,A,1MO,Pometia_pinnata,SP1,Red,KAK_Pometia_pinnata_1CN1_A_Red,315.90276,12.02419,0.038062947,1CN1,KAK_Pometia_pinnata_1CN1_Red
KAK,A,1MO,Pometia_pinnata,SP1,Red,KAK_Pometia_pinnata_2CN1_A_Red,558.25952,22.57237,0.040433471,2CN1,KAK_Pometia_pinnata_2CN1_Red
KAK,A,1MO,Pometia_pinnata,SP1,Red,KAK_Pometia_pinnata_3CN1_A_Red,1112.54408,46.84608,0.042107168,3CN1,KAK_Pometia_pinnata_3CN1_Red
KAK,A,1MO,Pometia_pinnata,SP1,Red,KAK_Pometia_pinnata_4CN1_A_Red,278.8954,10.46536,0.037524319,4CN1,KAK_Pometia_pinnata_4CN1_Red
KAK,A,1MO,Pometia_pinnata,SP1,Red,KAK_Pometia_pinnata_5CN1_A_Red,496.42583,14.58055,0.029371054,5CN1,KAK_Pometia_pinnata_5CN1_Red
KAK,A,1MO,Pometia_pinnata,SP1,White,KAK_Pometia_pinnata_1CN1_A_White,289.6445,10.03181,0.034634906,1CN1,KAK_Pometia_pinnata_1CN1_White
KAK,A,1MO,Pometia_pinnata,SP1,White,KAK_Pometia_pinnata_2CN1_A_White,607.56395,21.14016,0.034794955,2CN1,KAK_Pometia_pinnata_2CN1_White
KAK,A,1MO,Pometia_pinnata,SP1,White,KAK_Pometia_pinnata_3CN1_A_White,1220.76427,42.91251,0.035152167,3CN1,KAK_Pometia_pinnata_3CN1_White
KAK,A,1MO,Pometia_pinnata,SP1,White,KAK_Pometia_pinnata_4CN1_A_White,270.01749,9.54505,0.035349747,4CN1,KAK_Pometia_pinnata_4CN1_White
KAK,A,1MO,Pometia_pinnata,SP1,White,KAK_Pometia_pinnata_5CN1_A_White,696.03886,28.27043,0.040616166,5CN1,KAK_Pometia_pinnata_5CN1_White
KAK,B,1MO,Celtis_latifolia,SP6,Blue,KAK_Celtis_latifolia_1CN1_B_Blue,283.31852,29.07595,0.102626366,1CN1,KAK_Celtis_latifolia_1CN1_Blue
KAK,B,1MO,Celtis_latifolia,SP6,Blue,KAK_Celtis_latifolia_2CN1_B_Blue,400.71239,44.4329,0.110884767,2CN1,KAK_Celtis_latifolia_2CN1_Blue
KAK,B,1MO,Celtis_latifolia,SP6,Blue,KAK_Celtis_latifolia_3CN1_B_Blue,850.11301,69.98215,0.082320996,3CN1,KAK_Celtis_latifolia_3CN1_Blue
KAK,B,1MO,Celtis_latifolia,SP6,Blue,KAK_Celtis_latifolia_4CN1_B_Blue,320.54922,28.40846,0.08862433,4CN1,KAK_Celtis_latifolia_4CN1_Blue
KAK,B,1MO,Celtis_latifolia,SP6,Blue,KAK_Celtis_latifolia_5CN1_B_Blue,539.35931,59.74331,0.11076718,5CN1,KAK_Celtis_latifolia_5CN1_Blue
KAK,B,1MO,Celtis_latifolia,SP6,Red,KAK_Celtis_latifolia_1CN1_B_Red,309.04717,25.71673,0.083212961,1CN1,KAK_Celtis_latifolia_1CN1_Red
KAK,B,1MO,Celtis_latifolia,SP6,Red,KAK_Celtis_latifolia_2CN1_B_Red,403.39232,48.33934,0.119832078,2CN1,KAK_Celtis_latifolia_2CN1_Red
KAK,B,1MO,Celtis_latifolia,SP6,Red,KAK_Celtis_latifolia_3CN1_B_Red,720.60487,69.0384,0.09580618,3CN1,KAK_Celtis_latifolia_3CN1_Red
KAK,B,1MO,Celtis_latifolia,SP6,Red,KAK_Celtis_latifolia_4CN1_B_Red,241.14931,30.58743,0.126840214,4CN1,KAK_Celtis_latifolia_4CN1_Red
KAK,B,1MO,Celtis_latifolia,SP6,Red,KAK_Celtis_latifolia_5CN1_B_Red,296.94908,56.18377,0.189203381,5CN1,KAK_Celtis_latifolia_5CN1_Red
KAK,B,1MO,Celtis_latifolia,SP6,White,KAK_Celtis_latifolia_1CN1_B_White,377.21469,36.32406,0.096295454,1CN1,KAK_Celtis_latifolia_1CN1_White
KAK,B,1MO,Celtis_latifolia,SP6,White,KAK_Celtis_latifolia_2CN1_B_White,406.39355,62.88743,0.154745148,2CN1,KAK_Celtis_latifolia_2CN1_White
KAK,B,1MO,Celtis_latifolia,SP6,White,KAK_Celtis_latifolia_3CN1_B_White,619.79319,83.86084,0.135304552,3CN1,KAK_Celtis_latifolia_3CN1_White
KAK,B,1MO,Celtis_latifolia,SP6,White,KAK_Celtis_latifolia_4CN1_B_White,361.33954,33.65355,0.093135531,4CN1,KAK_Celtis_latifolia_4CN1_White
KAK,B,1MO,Celtis_latifolia,SP6,White,KAK_Celtis_latifolia_5CN1_B_White,470.7335,52.26923,0.111037838,5CN1,KAK_Celtis_latifolia_5CN1_White
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Blue,KAK_Chrysophyllum_roxburghii_1CN1_B_Blue,857.45917,36.69177,0.042791274,1CN1,KAK_Chrysophyllum_roxburghii_1CN1_Blue
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Blue,KAK_Chrysophyllum_roxburghii_2CN1_B_Blue,565.48428,34.67162,0.061313146,2CN1,KAK_Chrysophyllum_roxburghii_2CN1_Blue
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Blue,KAK_Chrysophyllum_roxburghii_3CN1_B_Blue,297.85674,28.46998,0.095582796,3CN1,KAK_Chrysophyllum_roxburghii_3CN1_Blue
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Blue,KAK_Chrysophyllum_roxburghii_4CN1_B_Blue,1230.96837,41.34062,0.03358382,4CN1,KAK_Chrysophyllum_roxburghii_4CN1_Blue
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Blue,KAK_Chrysophyllum_roxburghii_5CN1_B_Blue,530.59621,33.64948,0.063418244,5CN1,KAK_Chrysophyllum_roxburghii_5CN1_Blue
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Red,KAK_Chrysophyllum_roxburghii_1CN1_B_Red,772.89767,39.50633,0.051114567,1CN1,KAK_Chrysophyllum_roxburghii_1CN1_Red
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Red,KAK_Chrysophyllum_roxburghii_2CN1_B_Red,600.10237,37.07977,0.061789074,2CN1,KAK_Chrysophyllum_roxburghii_2CN1_Red
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Red,KAK_Chrysophyllum_roxburghii_3CN1_B_Red,292.90254,30.98207,0.105776037,3CN1,KAK_Chrysophyllum_roxburghii_3CN1_Red
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Red,KAK_Chrysophyllum_roxburghii_4CN1_B_Red,1054.93311,48.34709,0.045829531,4CN1,KAK_Chrysophyllum_roxburghii_4CN1_Red
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,Red,KAK_Chrysophyllum_roxburghii_5CN1_B_Red,627.11121,40.08482,0.063919795,5CN1,KAK_Chrysophyllum_roxburghii_5CN1_Red
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,White,KAK_Chrysophyllum_roxburghii_1CN1_B_White,972.69269,43.28074,0.044495801,1CN1,KAK_Chrysophyllum_roxburghii_1CN1_White
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,White,KAK_Chrysophyllum_roxburghii_2CN1_B_White,471.28085,43.37367,0.092033593,2CN1,KAK_Chrysophyllum_roxburghii_2CN1_White
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,White,KAK_Chrysophyllum_roxburghii_3CN1_B_White,325.90024,30.24763,0.092812543,3CN1,KAK_Chrysophyllum_roxburghii_3CN1_White
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,White,KAK_Chrysophyllum_roxburghii_4CN1_B_White,914.81113,62.27742,0.068076806,4CN1,KAK_Chrysophyllum_roxburghii_4CN1_White
KAK,B,1MO,Chrysophyllum_roxburghii,SP5,White,KAK_Chrysophyllum_roxburghii_5CN1_B_White,533.02585,23.53728,0.044157858,5CN1,KAK_Chrysophyllum_roxburghii_5CN1_White
KAK,B,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_1CN1_B_Blue,624.98553,26.47021,0.042353317,1CN1,KAK_Dysoxylum_arborescens_1CN1_Blue
KAK,B,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_2CN1_B_Blue,708.88182,29.13413,0.041098712,2CN1,KAK_Dysoxylum_arborescens_2CN1_Blue
KAK,B,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_3CN1_B_Blue,981.63443,43.17226,0.043979977,3CN1,KAK_Dysoxylum_arborescens_3CN1_Blue
KAK,B,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_4CN1_B_Blue,1246.19599,60.74896,0.048747517,4CN1,KAK_Dysoxylum_arborescens_4CN1_Blue
KAK,B,1MO,Dysoxylum_arborescens,SP3,Blue,KAK_Dysoxylum_arborescens_5CN1_B_Blue,884.71953,47.30689,0.053471059,5CN1,KAK_Dysoxylum_arborescens_5CN1_Blue
KAK,B,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_1CN1_B_Red,728.96266,28.64383,0.039293961,1CN1,KAK_Dysoxylum_arborescens_1CN1_Red
KAK,B,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_2CN1_B_Red,660.83649,34.70685,0.052519573,2CN1,KAK_Dysoxylum_arborescens_2CN1_Red
KAK,B,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_3CN1_B_Red,844.16554,42.70103,0.050583716,3CN1,KAK_Dysoxylum_arborescens_3CN1_Red
KAK,B,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_4CN1_B_Red,1024.86081,58.50264,0.057083498,4CN1,KAK_Dysoxylum_arborescens_4CN1_Red
KAK,B,1MO,Dysoxylum_arborescens,SP3,Red,KAK_Dysoxylum_arborescens_5CN1_B_Red,582.5132,40.58502,0.069672275,5CN1,KAK_Dysoxylum_arborescens_5CN1_Red
KAK,B,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_1CN1_B_White,892.38777,29.50984,0.033068405,1CN1,KAK_Dysoxylum_arborescens_1CN1_White
KAK,B,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_2CN1_B_White,701.3352,42.07588,0.059993966,2CN1,KAK_Dysoxylum_arborescens_2CN1_White
KAK,B,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_3CN1_B_White,824.53003,38.56868,0.046776562,3CN1,KAK_Dysoxylum_arborescens_3CN1_White
KAK,B,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_4CN1_B_White,1287.77682,68.04535,0.052839397,4CN1,KAK_Dysoxylum_arborescens_4CN1_White
KAK,B,1MO,Dysoxylum_arborescens,SP3,White,KAK_Dysoxylum_arborescens_5CN1_B_White,849.6252,73.81525,0.086879779,5CN1,KAK_Dysoxylum_arborescens_5CN1_White
